Plot_ID,Longitude,Latitude,LAI_in_situ,Cab_in_situ,Cm_in_situ,Cw_in_situ
PLOT_SA_047,28.54675666141341,-26.46435436840114,4.546805777392568,46.4471423389942,0.008028079264219768,0.013253348736231702
PLOT_SA_048,28.57801020317667,-26.390767547708222,4.550566973395904,58.873600676352645,0.006593578964338686,0.019570794441923018
PLOT_SA_049,28.582006541901492,-26.444832530092114,4.835361592900519,51.75355219019429,0.009587529454061336,0.025136690834194276
PLOT_SA_050,28.527728168328828,-26.405154125410963,5.066202762782357,55.17404651924243,0.003010550280544803,0.03261579314517461
PLOT_SA_051,28.64543769416468,-26.40497054338587,3.056711994304689,29.101728628565326,0.014667132499660163,0.006572485593643958
PLOT_SA_052,28.616269923504166,-26.419633797388787,3.007581473435998,23.871977188986143,0.014820739678234838,0.036976415956361704
PLOT_SA_053,28.64092484123463,-26.48645653449184,4.491475894833876,52.53073758204292,0.011076102282256686,0.03011601557963631
PLOT_SA_054,28.634224102564147,-26.374704625661614,3.7498196538888258,55.3417369633632,0.008969252762473564,0.008270361277954877
PLOT_SA_055,28.589684996821664,-26.45188299025424,4.009834386288517,64.52525710003366,0.006023859011722261,0.039943144964271086
PLOT_SA_056,28.638281135253465,-26.47202222344002,4.478963347180505,35.630883845571326,0.012579335256190332,0.04183489602127253
PLOT_SA_057,28.51327387530779,-26.493883728766786,4.950026709087831,33.60090428963916,0.01090150524320043,0.007443118394194551
PLOT_SA_058,28.52939742936287,-26.411366058521764,2.189975784257679,53.82064803709984,0.004114020211483587,0.01607510592588815
PLOT_SA_059,28.50678409333658,-26.398365345723658,2.37791476319972,32.040177012650894,0.013842053398419952,0.037248051191722455
PLOT_SA_060,28.54879954961449,-26.497511825660823,0.969909699204345,61.537866280178235,0.012692984158001196,0.03493038761534634
PLOT_SA_061,28.55830159345342,-26.423186041255107,3.39140070498087,57.92063759215059,0.014347398872795012,0.012380840774255093
PLOT_SA_062,28.540702354766083,-26.46602563372031,0.6797113689837104,36.44970136875092,0.011434353609048679,0.013373972933468412
PLOT_SA_063,28.62431062637279,-26.403224081438584,2.8279900906623006,52.54355338957487,0.009974397547165267,0.01981888411165528
PLOT_SA_064,28.553512999004038,-26.47384503564925,3.213223173537883,52.727143704234116,0.007437159471778045,0.024380919407640856
PLOT_SA_065,28.542140176453106,-26.396359339284633,1.932706260641422,20.15619344179663,0.014125470283602172,0.029730190861211838
PLOT_SA_066,28.581404412473738,-26.44198969805492,3.4541663028450538,60.127645333978336,0.013258830563505308,0.019756545582790896
PLOT_SA_067,28.521138633746215,-26.359490501689493,0.6525012496952471,40.26261862239286,0.0025878427113804623,0.023501388645325916
PLOT_SA_068,28.620329547113105,-26.4793718583781,0.6867409437460721,56.322873305387084,0.002342770668464276,0.03489883752535026
PLOT_SA_069,28.511182596551965,-26.44884004734246,4.613002803298292,31.002480051530586,0.006894023769414645,0.006467328115623916
PLOT_SA_070,28.648033040490077,-26.48297897181391,2.3009532070563146,59.77616142481003,0.012537193300163826,0.015097477773760831
PLOT_SA_071,28.615836715394497,-26.361295957258218,1.1353025632594238,34.46008393670816,0.014834589681094277,0.033533983435382095
PLOT_SA_072,28.529807352230126,-26.368399096992853,3.111216300274022,15.541882574014918,0.003955419584345867,0.040808273507487974
PLOT_SA_073,28.50082831756854,-26.461308755842726,4.349967765493054,60.26909882096318,0.009723699299577757,0.025467097684626648
PLOT_SA_074,28.622319214268224,-26.401002393094874,1.5791051374842158,19.564333839306677,0.00695158113620328,0.026284539410612626
PLOT_SA_075,28.60602860157714,-26.37741666996982,3.614452379095001,30.965681879520744,0.01460888717158984,0.009286880453591042
PLOT_SA_076,28.609351075206146,-26.416719878260082,0.92673732496884,62.50309835254025,0.012947546000764212,0.022896494672938188
PLOT_SA_077,28.615690552002892,-26.4205524132466,0.7584086058430385,62.53035734687781,0.012898273161244792,0.026304690658200926
PLOT_SA_078,28.511106697760113,-26.463722156364934,3.15677315784074,43.671894406164306,0.008093011077334613,0.014698820145389188
PLOT_SA_079,28.55376985928164,-26.486034584829117,3.2031756080505325,46.59186060848997,0.007392653530389647,0.01576972923797524
PLOT_SA_080,28.51738035892877,-26.365417636307,3.687149507491033,37.42227609891599,0.0055542919350991815,0.020091366524184907
PLOT_SA_081,28.62946551388134,-26.364937291425502,4.1304566686133075,29.66053858490323,0.0027328814564620526,0.005802847911109054
PLOT_SA_082,28.593494719024132,-26.40503478140901,5.379260397312673,31.4332272684958,0.013241390891315692,0.017883166623327132
PLOT_SA_083,28.549634703727897,-26.449145531342694,3.0815017415059764,48.62592280385192,0.012567713118691008,0.013457920279861785
PLOT_SA_084,28.509533752542904,-26.447618563808103,2.1147823647062296,52.618726471884,0.014996329752719697,0.018099894087116587
PLOT_SA_085,28.54664734825735,-26.391106648169465,4.475930973843518,54.578952186292426,0.01495627888196077,0.009790485272770048
PLOT_SA_086,28.548777498304013,-26.365433461007115,1.854161256310371,54.48090713972769,0.009220612172834156,0.0406210912295958
PLOT_SA_087,28.609440926750707,-26.366937036360234,2.6948571035281805,19.560305152434516,0.011996836397346637,0.028743698142161947
PLOT_SA_088,28.595633620703282,-26.38301866812136,0.8922819067113298,39.72101523512907,0.014281954488471563,0.032164092765779584
PLOT_SA_089,28.633081911386448,-26.403695253076858,0.6267537170772876,17.877938000832213,0.01304541607880635,0.03656684954429353
PLOT_SA_090,28.57083223877429,-26.487379005250745,5.313242073389626,42.47644411618678,0.00521552532266157,0.024937687957162294
PLOT_SA_091,28.517939136890746,-26.47575569288581,4.6799006025610295,37.07652506866885,0.007857073759031215,0.008476811523496948
PLOT_SA_092,28.606986718083448,-26.36521687172094,3.97987103046849,59.38520913791499,0.003679072396969435,0.026484261672741913
PLOT_SA_093,28.614117757292533,-26.409035641051062,2.544764722071349,32.54575062760394,0.01440266335436339,0.028473644720835165
PLOT_SA_094,28.584191579635423,-26.498620442257504,1.3664716003542288,20.853350821380293,0.00988027024786144,0.0348175789673732
PLOT_SA_095,28.615645076993182,-26.484779268570094,1.2821852133554303,22.149584102641793,0.0049723564715450155,0.022266381849187177
PLOT_SA_096,28.57406933945466,-26.400474734633793,1.7512144908229765,53.07553158587361,0.010732108897276138,0.010103212111822552
PLOT_SA_097,28.5784099244073,-26.499240762423067,3.2461333235306022,45.91090316581305,0.010035667125952646,0.01635103623194898
PLOT_SA_098,28.56413115275378,-26.475878792287375,4.072979613500312,20.056133806139513,0.006656115334426926,0.019523291855945403
PLOT_SA_099,28.503812869011615,-26.417689931595014,3.8009868835886564,19.20534030574987,0.0034762486985951773,0.03083668965326405
PLOT_SA_100,28.516183714048996,-26.396215720346095,1.8996694847297142,50.048456572956,0.010730451542706394,0.027831132186756476
PLOT_SA_101,28.50471437785301,-26.402205811074612,5.27432640331597,18.638150318209675,0.008764000111749312,0.01924386903591385
PLOT_SA_102,28.595461561689564,-26.466359603580916,4.189484583478842,56.09300296451781,0.012040139092563311,0.04446060995171919
PLOT_SA_103,28.54715339716145,-26.393173116797872,3.2717702625570033,50.31211135782481,0.008762125514455914,0.029230992774275488
PLOT_SA_104,28.576285603674705,-26.46441263687548,3.558603731171761,19.06743903209499,0.013078359504141022,0.01448907166943978
PLOT_SA_105,28.636134971088914,-26.45119004527611,2.5980003121389497,19.241885704259595,0.009174788904068313,0.009071298904816151
PLOT_SA_106,28.53739383437233,-26.388026289232297,1.7386549475057873,64.33197892505876,0.009292193629960022,0.011114365567373281
PLOT_SA_107,28.561557438455345,-26.40255506514292,2.279863393256308,33.71353978780601,0.013396496834558486,0.014838309135380326
PLOT_SA_108,28.613332670781457,-26.372616488425873,4.289230552321845,33.53210735334454,0.007245277260761161,0.011427254930382227
PLOT_SA_109,28.534319724823742,-26.40135806615495,0.5719674431487793,55.63997836287513,0.0037421979698583296,0.01246268096205223
PLOT_SA_110,28.51154698647432,-26.41475370949968,1.0803632025345813,62.36242886919293,0.0023741747920734066,0.016403806747753883
PLOT_SA_111,28.543462717937064,-26.485948784825787,0.7300132101087637,64.30005319114355,0.011816784323757046,0.011934943811790194
PLOT_SA_112,28.5241831930881,-26.444842629541085,0.7036440115948507,52.66890926294708,0.01006402416759504,0.04087061698505701
